date	USD	RUB	BRENT
2009-05-08 00:00:00	150.46	4.6	58.14
2009-05-09 00:00:00	150.46	4.63	58.14
2009-05-10 00:00:00	150.46	4.63	58.14
2009-05-11 00:00:00	150.46	4.63	57.48
2009-05-12 00:00:00	150.46	4.63	57.94
2009-05-13 00:00:00	150.25	4.68	57.34
2009-05-14 00:00:00	150.0	4.69	56.69
2009-05-15 00:00:00	149.82	4.66	55.98
2009-05-16 00:00:00	150.15	4.67	55.98
2009-05-17 00:00:00	150.15	4.67	55.98
2009-05-18 00:00:00	150.15	4.67	58.47
2009-05-19 00:00:00	150.27	4.66	58.92
2009-05-20 00:00:00	150.42	4.73	60.59
2009-05-21 00:00:00	150.59	4.75	59.93
2009-05-22 00:00:00	150.58	4.77	60.78
2009-05-23 00:00:00	150.3	4.83	60.78
2009-05-24 00:00:00	150.3	4.83	60.78
2009-05-25 00:00:00	150.3	4.83	60.21
2009-05-26 00:00:00	150.07	4.82	61.24
2009-05-27 00:00:00	149.96	4.76	62.5
2009-05-28 00:00:00	150.13	4.81	64.39
2009-05-29 00:00:00	150.39	4.8	65.52
2009-05-30 00:00:00	150.44	4.86	65.52
2009-05-31 00:00:00	150.44	4.86	65.52
2009-06-01 00:00:00	150.44	4.86	67.97
2009-06-02 00:00:00	150.22	4.9	68.17
2009-06-03 00:00:00	150.29	4.88	65.88
2009-06-04 00:00:00	150.27	4.91	68.71
2009-06-05 00:00:00	150.24	4.88	68.34
2009-06-06 00:00:00	150.33	4.89	68.34
2009-06-07 00:00:00	150.33	4.89	68.34
2009-06-08 00:00:00	150.33	4.89	67.88
2009-06-09 00:00:00	150.46	4.81	69.62
2009-06-10 00:00:00	150.3	4.8	70.8
2009-06-11 00:00:00	150.35	4.87	71.79
2009-06-12 00:00:00	150.39	4.86	70.92
2009-06-13 00:00:00	150.35	4.86	70.92
2009-06-14 00:00:00	150.35	4.86	70.92
2009-06-15 00:00:00	150.35	4.86	69.44
2009-06-16 00:00:00	150.13	4.8	70.24
2009-06-17 00:00:00	150.26	4.81	70.85
2009-06-18 00:00:00	150.29	4.82	71.06
2009-06-19 00:00:00	150.3	4.82	69.19
