Date	USD	RUB
14.10.2008	119.85	4.59
13.10.2008	119.85	4.58
12.10.2008	119.85	4.58
11.10.2008	119.85	4.58
10.10.2008	119.85	4.61
09.10.2008	119.95	4.59
08.10.2008	120.04	4.58
07.10.2008	119.98	4.59
06.10.2008	119.97	4.63
05.10.2008	119.97	4.63
04.10.2008	119.97	4.63
03.10.2008	120	4.65
02.10.2008	119.97	4.69
01.10.2008	119.84	4.72
30.09.2008	119.81	4.73
29.09.2008	119.8	4.78
28.09.2008	119.8	4.78
27.09.2008	119.8	4.78
26.09.2008	119.78	4.8
25.09.2008	119.74	4.78
24.09.2008	119.7	4.78
23.09.2008	119.72	4.75
22.09.2008	119.8	4.69
21.09.2008	119.8	4.69
20.09.2008	119.8	4.69
19.09.2008	119.85	4.72
18.09.2008	119.65	4.69
17.09.2008	119.48	4.68
16.09.2008	119.49	4.69
15.09.2008	119.48	4.67
14.09.2008	119.48	4.67
13.09.2008	119.48	4.67
12.09.2008	119.59	4.63
11.09.2008	119.61	4.68
10.09.2008	119.71	4.68
09.09.2008	119.62	4.69
08.09.2008	119.62	4.7
07.09.2008	119.62	4.7
06.09.2008	119.62	4.7
05.09.2008	119.69	4.74
04.09.2008	119.77	4.76
03.09.2008	119.65	4.82
02.09.2008	119.54	4.86
01.09.2008	119.54	4.86
31.08.2008	119.54	4.86
30.08.2008	119.54	4.86
29.08.2008	119.65	4.87
28.08.2008	119.79	4.87
27.08.2008	119.84	4.86
26.08.2008	119.82	4.91
25.08.2008	119.75	4.93
24.08.2008	119.75	4.93
23.08.2008	119.75	4.93
22.08.2008	119.96	4.93
21.08.2008	120	4.91
20.08.2008	120.1	4.89
19.08.2008	120.13	4.9
18.08.2008	120.15	4.9
17.08.2008	120.15	4.9
16.08.2008	120.15	4.9
15.08.2008	120.15	4.95
14.08.2008	120.05	4.97
13.08.2008	120.17	4.97
12.08.2008	120.14	4.94
11.08.2008	120.06	5.02
10.08.2008	120.06	5.02
09.08.2008	120.06	5.02
08.08.2008	120.08	5.09
07.08.2008	120.03	5.1
06.08.2008	120.11	5.12
05.08.2008	120.14	5.14
04.08.2008	120.17	5.12
03.08.2008	120.17	5.12
02.08.2008	120.17	5.12
01.08.2008	120.18	5.13
31.07.2008	120.19	5.13
30.07.2008	120.18	5.15
29.07.2008	120.18	5.15
28.07.2008	120.17	5.15
27.07.2008	120.17	5.15
26.07.2008	120.17	5.15
25.07.2008	120.19	5.14
24.07.2008	120.16	5.15
23.07.2008	120.18	5.18
22.07.2008	120.2	5.18
21.07.2008	120.19	5.18
20.07.2008	120.19	5.18
19.07.2008	120.19	5.18
18.07.2008	120.14	5.17
17.07.2008	120.05	5.18
16.07.2008	120.06	5.2
15.07.2008	120.2	5.17
14.07.2008	120.21	5.15
13.07.2008	120.21	5.15
12.07.2008	120.21	5.15
11.07.2008	120.2	5.13
10.07.2008	120.38	5.14
09.07.2008	120.48	5.13
08.07.2008	120.54	5.12
07.07.2008	120.54	5.12
06.07.2008	120.54	5.12
05.07.2008	120.54	5.12
04.07.2008	120.56	5.16
03.07.2008	120.58	5.15
02.07.2008	120.65	5.14
01.07.2008	120.75	5.16
30.06.2008	120.75	5.14
29.06.2008	120.75	5.14
28.06.2008	120.75	5.14
27.06.2008	120.74	5.14
26.06.2008	120.84	5.12
25.06.2008	120.77	5.12
24.06.2008	120.72	5.11
23.06.2008	120.72	5.11
22.06.2008	120.72	5.11
21.06.2008	120.72	5.11
20.06.2008	120.71	5.1
19.06.2008	120.63	5.1
18.06.2008	120.72	5.1
17.06.2008	120.69	5.09
16.06.2008	120.67	5.08
15.06.2008	120.67	5.08
14.06.2008	120.67	5.08
13.06.2008	120.75	5.09
12.06.2008	120.72	5.1
11.06.2008	120.7	5.11
10.06.2008	120.7	5.13
09.06.2008	120.61	5.1
08.06.2008	120.61	5.1
07.06.2008	120.61	5.1
06.06.2008	120.67	5.07
05.06.2008	120.73	5.07
04.06.2008	120.74	5.11
03.06.2008	120.65	5.09
02.06.2008	120.57	5.08
01.06.2008	120.57	5.08
31.05.2008	120.57	5.08
30.05.2008	120.47	5.09
29.05.2008	120.54	5.11
28.05.2008	120.58	5.12
27.05.2008	120.53	5.12
26.05.2008	120.59	5.11
25.05.2008	120.59	5.11
24.05.2008	120.59	5.11
23.05.2008	120.58	5.11
22.05.2008	120.59	5.1
21.05.2008	120.61	5.09
20.05.2008	120.69	5.09
19.05.2008	120.7	5.07
18.05.2008	120.7	5.07
17.05.2008	120.7	5.07
16.05.2008	120.74	5.06
15.05.2008	120.57	5.05
14.05.2008	120.61	5.07
13.05.2008	120.56	5.07
12.05.2008	120.56	5.05
11.05.2008	120.56	5.05
10.05.2008	120.56	5.05
09.05.2008	120.56	5.05
08.05.2008	120.5	5.07
07.05.2008	120.48	5.08
06.05.2008	120.48	5.07
05.05.2008	120.36	5.06
04.05.2008	120.38	5.08
03.05.2008	120.38	5.08
02.05.2008	120.38	5.08
01.05.2008	120.38	5.08
30.04.2008	120.39	5.09
29.04.2008	120.52	5.11
28.04.2008	120.49	5.09
27.04.2008	120.49	5.09
26.04.2008	120.49	5.09
25.04.2008	120.44	5.12
24.04.2008	120.36	5.16
23.04.2008	120.45	5.16
22.04.2008	120.54	5.15
21.04.2008	120.57	5.16
20.04.2008	120.57	5.16
19.04.2008	120.57	5.16
18.04.2008	120.45	5.16
17.04.2008	120.26	5.14
16.04.2008	120.32	5.13
15.04.2008	120.44	5.13
14.04.2008	120.52	5.14
13.04.2008	120.52	5.14
12.04.2008	120.52	5.14
11.04.2008	120.53	5.15
10.04.2008	120.57	5.12
09.04.2008	120.55	5.13
08.04.2008	120.56	5.12
07.04.2008	120.61	5.12
06.04.2008	120.61	5.12
05.04.2008	120.61	5.12
04.04.2008	120.47	5.09
03.04.2008	120.6	5.11
02.04.2008	120.6	5.11
01.04.2008	120.69	5.14
31.03.2008	120.69	5.13
30.03.2008	120.69	5.13
29.03.2008	120.69	5.13
28.03.2008	120.68	5.13
27.03.2008	120.78	5.11
26.03.2008	120.65	5.09
25.03.2008	120.42	5.07
24.03.2008	120.42	5.07
23.03.2008	120.42	5.07
22.03.2008	120.42	5.07
21.03.2008	120.45	5.08
20.03.2008	120.71	5.13
19.03.2008	120.72	5.13
18.03.2008	120.68	5.14
17.03.2008	120.48	5.09
16.03.2008	120.48	5.09
15.03.2008	120.48	5.09
14.03.2008	120.6	5.1
13.03.2008	120.74	5.06
12.03.2008	120.65	5.06
11.03.2008	120.66	5.07
10.03.2008	120.66	5.07
09.03.2008	120.66	5.07
08.03.2008	120.66	5.07
07.03.2008	120.66	5.05
06.03.2008	120.82	5.02
05.03.2008	120.77	5.02
04.03.2008	120.68	5.02
03.03.2008	120.85	5.03
02.03.2008	120.85	5.03
01.03.2008	120.85	5.03
29.02.2008	120.87	5.02
28.02.2008	120.77	5
27.02.2008	120.75	4.94
26.02.2008	120.5	4.93
25.02.2008	120.39	4.93
24.02.2008	120.39	4.93
23.02.2008	120.39	4.93
22.02.2008	120.22	4.9
21.02.2008	120.12	4.89
20.02.2008	120.19	4.89
19.02.2008	120.07	4.88
18.02.2008	120.25	4.89
17.02.2008	120.25	4.89
16.02.2008	120.25	4.89
15.02.2008	120.15	4.88
14.02.2008	120.32	4.88
13.02.2008	120.37	4.88
12.02.2008	120.35	4.88
11.02.2008	120.35	4.86
10.02.2008	120.35	4.86
09.02.2008	120.35	4.86
08.02.2008	120.24	4.88
07.02.2008	120.38	4.88
06.02.2008	120.35	4.9
05.02.2008	120.19	4.91
04.02.2008	120.11	4.92
03.02.2008	120.11	4.92
02.02.2008	120.11	4.92
01.02.2008	120.21	4.92
31.01.2008	120.22	4.91
30.01.2008	120.25	4.91
29.01.2008	120.19	4.9
28.01.2008	120.12	4.91
27.01.2008	120.12	4.91
26.01.2008	120.12	4.91
25.01.2008	120.22	4.88
24.01.2008	120.26	4.88
23.01.2008	120.36	4.87
22.01.2008	120.5	4.88
21.01.2008	120.22	4.91
20.01.2008	120.22	4.91
19.01.2008	120.22	4.91
18.01.2008	120.05	4.9
17.01.2008	120.24	4.94
16.01.2008	120.42	4.96
15.01.2008	120.45	4.96
14.01.2008	120.47	4.94
13.01.2008	120.47	4.94
12.01.2008	120.47	4.94
11.01.2008	120.58	4.93
10.01.2008	120.63	4.94
09.01.2008	120.65	4.93
08.01.2008	120.55	4.93
07.01.2008	120.55	4.93
06.01.2008	120.55	4.93
05.01.2008	120.55	4.93
04.01.2008	120.37	4.92
03.01.2008	120.3	4.92
02.01.2008	120.3	4.92
01.01.2008	120.3	4.92
