date	USD	RUB	BRENT
2016-09-23 00:00:00	337.78	5.29	45.89
2016-09-24 00:00:00	337.37	5.3	45.89
2016-09-25 00:00:00	337.37	5.3	45.89
2016-09-26 00:00:00	337.37	5.3	47.35
2016-09-27 00:00:00	337.56	5.27	45.97
2016-09-28 00:00:00	337.16	5.29	48.69
2016-09-29 00:00:00	336.99	5.27	49.24
2016-09-30 00:00:00	334.93	5.3	49.06
2016-10-01 00:00:00	335.46	5.29	49.06
2016-10-02 00:00:00	335.46	5.29	49.06
2016-10-03 00:00:00	335.46	5.29	50.89
2016-10-04 00:00:00	335.09	5.37	50.87
2016-10-05 00:00:00	333.59	5.34	51.86
2016-10-06 00:00:00	332.75	5.33	52.51
2016-10-07 00:00:00	332.69	5.33	51.93
2016-10-08 00:00:00	331.41	5.31	51.93
2016-10-09 00:00:00	331.41	5.31	51.93
2016-10-10 00:00:00	331.41	5.31	53.14
2016-10-11 00:00:00	332.14	5.32	52.41
2016-10-12 00:00:00	330.37	5.29	51.81
2016-10-13 00:00:00	330.71	5.28	52.03
2016-10-14 00:00:00	331.36	5.24	51.95
2016-10-15 00:00:00	331.01	5.26	51.95
2016-10-16 00:00:00	331.01	5.26	51.95
2016-10-17 00:00:00	331.01	5.26	51.52
2016-10-18 00:00:00	331.74	5.26	51.68
2016-10-19 00:00:00	332.12	5.29	52.67
2016-10-20 00:00:00	332.18	5.32	51.38
2016-10-21 00:00:00	330.56	5.29	51.78
2016-10-22 00:00:00	331.4	5.31	51.78
2016-10-23 00:00:00	331.4	5.31	51.78
2016-10-24 00:00:00	331.4	5.31	51.46
2016-10-25 00:00:00	330.24	5.31	50.79
2016-10-26 00:00:00	330.12	5.32	49.98
2016-10-27 00:00:00	331.18	5.32	50.47
2016-10-28 00:00:00	332.6	5.28	49.71
2016-10-29 00:00:00	333.5	5.3	49.71
2016-10-30 00:00:00	333.5	5.3	49.71
2016-10-31 00:00:00	333.5	5.3	48.3
2016-11-01 00:00:00	335.12	5.31	48.14
2016-11-02 00:00:00	336.0	5.32	46.86
2016-11-03 00:00:00	337.66	5.32	46.35
2016-11-04 00:00:00	338.35	5.31	45.58
2016-11-05 00:00:00	338.84	5.32	45.58
2016-11-06 00:00:00	338.84	5.32	45.58
2016-11-07 00:00:00	338.84	5.32	46.15
2016-11-08 00:00:00	339.99	5.33	46.04
2016-11-09 00:00:00	339.75	5.33	46.36
2016-11-10 00:00:00	341.18	5.35	45.84
2016-11-11 00:00:00	338.33	5.33	44.75
2016-11-12 00:00:00	340.63	5.18	44.75
2016-11-13 00:00:00	340.63	5.18	44.75
2016-11-14 00:00:00	340.63	5.18	44.43
2016-11-15 00:00:00	343.23	5.19	46.95
2016-11-16 00:00:00	344.56	5.26	46.63
2016-11-17 00:00:00	340.05	5.2	46.49
2016-11-18 00:00:00	341.22	5.27	46.86
2016-11-19 00:00:00	341.07	5.23	46.86
2016-11-20 00:00:00	341.07	5.23	46.86
2016-11-21 00:00:00	341.07	5.23	48.9
2016-11-22 00:00:00	338.99	5.28	49.12
2016-11-23 00:00:00	335.48	5.28	48.95
2016-11-24 00:00:00	334.5	5.2	49.0
2016-11-25 00:00:00	335.69	5.22	47.24
2016-11-26 00:00:00	337.86	5.24	47.24
2016-11-27 00:00:00	337.86	5.24	47.24
2016-11-28 00:00:00	337.86	5.24	48.24
2016-11-29 00:00:00	340.24	5.24	46.38
2016-11-30 00:00:00	340.3	5.24	50.47
2016-12-01 00:00:00	341.44	5.27	53.94
2016-12-02 00:00:00	341.44	5.27	54.46
2016-12-03 00:00:00	335.71	5.23	54.46
2016-12-04 00:00:00	335.71	5.23	54.46
2016-12-05 00:00:00	335.71	5.23	54.94
2016-12-06 00:00:00	334.48	5.25	53.93
2016-12-07 00:00:00	335.61	5.26	53.0
2016-12-08 00:00:00	336.23	5.28	53.89
2016-12-09 00:00:00	334.89	5.28	54.33
2016-12-10 00:00:00	334.31	5.31	54.33
2016-12-11 00:00:00	334.31	5.31	54.33
2016-12-12 00:00:00	334.31	5.31	55.69
2016-12-13 00:00:00	331.12	5.41	55.72
2016-12-14 00:00:00	330.24	5.41	53.9
2016-12-15 00:00:00	331.25	5.45	54.02
2016-12-16 00:00:00	334.88	5.44	55.21
2016-12-17 00:00:00	334.88	5.44	55.21
2016-12-18 00:00:00	334.88	5.44	55.21
2016-12-19 00:00:00	334.88	5.44	54.92
2016-12-20 00:00:00	334.88	5.44	55.35
2016-12-21 00:00:00	334.79	5.43	54.46
2016-12-22 00:00:00	332.9	5.45	55.05
2016-12-23 00:00:00	332.09	5.46	55.16
2016-12-24 00:00:00	328.91	5.39	55.16
2016-12-25 00:00:00	328.91	5.39	55.16
2016-12-26 00:00:00	328.91	5.39	55.16
2016-12-27 00:00:00	332.88	5.48	56.09
2016-12-28 00:00:00	333.34	5.48	56.22
2016-12-29 00:00:00	332.61	5.49	56.14
2016-12-30 00:00:00	333.28	5.54	56.82
2016-12-31 00:00:00	333.29	5.43	56.82
2017-01-01 00:00:00	333.29	5.43	56.82
2017-01-02 00:00:00	333.29	5.43	56.82
2017-01-03 00:00:00	333.29	5.43	55.47
2017-01-04 00:00:00	333.29	5.43	56.46
2017-01-05 00:00:00	334.51	5.49	56.89
2017-01-06 00:00:00	332.56	5.51	57.1
2017-01-07 00:00:00	330.67	5.57	57.1
2017-01-08 00:00:00	330.67	5.57	57.1
2017-01-09 00:00:00	330.67	5.57	54.94
2017-01-10 00:00:00	330.54	5.51	53.64
2017-01-11 00:00:00	332.85	5.55	55.1
2017-01-12 00:00:00	333.96	5.55	56.01
2017-01-13 00:00:00	331.85	5.59	55.45
2017-01-14 00:00:00	332.06	5.58	55.45
2017-01-15 00:00:00	332.06	5.58	55.45
2017-01-16 00:00:00	332.06	5.58	55.86
2017-01-17 00:00:00	333.25	5.6	55.47
2017-01-18 00:00:00	332.68	5.62	53.92
2017-01-19 00:00:00	330.55	5.58	54.16
2017-01-20 00:00:00	331.08	5.5	55.49
2017-01-21 00:00:00	331.87	5.56	55.49
2017-01-22 00:00:00	331.87	5.56	55.49
2017-01-23 00:00:00	331.87	5.56	55.23
2017-01-24 00:00:00	331.42	5.58	55.44
2017-01-25 00:00:00	328.49	5.55	55.08
2017-01-26 00:00:00	327.86	5.53	56.24
2017-01-27 00:00:00	328.28	5.48	55.52
2017-01-28 00:00:00	328.73	5.47	55.52
2017-01-29 00:00:00	328.73	5.47	55.52
2017-01-30 00:00:00	328.73	5.47	55.23
2017-01-31 00:00:00	326.25	5.44	55.7
2017-02-01 00:00:00	324.24	5.4	56.8
2017-02-02 00:00:00	324.36	5.38	56.56
2017-02-03 00:00:00	325.0	5.45	56.81
2017-02-04 00:00:00	322.92	5.42	56.81
2017-02-05 00:00:00	322.92	5.42	56.81
2017-02-06 00:00:00	322.92	5.42	55.72
2017-02-07 00:00:00	321.8	5.47	55.05
2017-02-08 00:00:00	323.05	5.44	55.12
2017-02-09 00:00:00	324.62	5.46	55.63
2017-02-10 00:00:00	323.96	5.49	56.7
2017-02-11 00:00:00	323.3	5.51	56.7
2017-02-12 00:00:00	323.3	5.51	56.7
2017-02-13 00:00:00	323.3	5.51	55.59
2017-02-14 00:00:00	321.95	5.56	55.97
2017-02-15 00:00:00	322.49	5.59	55.75
2017-02-16 00:00:00	320.7	5.59	55.65
2017-02-17 00:00:00	319.42	5.59	55.81
2017-02-18 00:00:00	318.61	5.52	55.81
2017-02-19 00:00:00	318.61	5.52	55.81
2017-02-20 00:00:00	318.61	5.52	56.18
2017-02-21 00:00:00	319.19	5.5	56.66
2017-02-22 00:00:00	317.26	5.47	55.84
2017-02-23 00:00:00	314.09	5.43	56.58
2017-02-24 00:00:00	312.65	5.39	55.99
2017-02-25 00:00:00	311.49	5.38	55.99
2017-02-26 00:00:00	311.49	5.38	55.99
2017-02-27 00:00:00	311.49	5.38	55.93
2017-02-28 00:00:00	312.47	5.41	55.59
2017-03-01 00:00:00	312.76	5.4	56.36
2017-03-02 00:00:00	313.79	5.4	55.08
2017-03-03 00:00:00	315.0	5.38	55.9
2017-03-04 00:00:00	317.46	5.4	55.9
2017-03-05 00:00:00	317.46	5.4	55.9
2017-03-06 00:00:00	317.46	5.4	56.01
2017-03-07 00:00:00	316.26	5.45	55.92
2017-03-08 00:00:00	315.16	5.43	53.11
2017-03-09 00:00:00	315.16	5.43	52.19
2017-03-10 00:00:00	316.81	5.38	51.37
